Wall time,Step,Value
1733291260.3674402,5767168,8253.852539
1733291347.5616634,5832704,7350.132324
1733291434.911325,5898240,7739.572754
1733291521.8524787,5963776,7371.369629
1733292007.9529982,6029312,7249.192871
1733292095.0142083,6094848,7607.4375
1733292181.925401,6160384,7202.224121
1733292269.894218,6225920,7177.377441
1733292357.2557485,6291456,7405.226563
1733292442.907798,6356992,7796.979492
1733292530.3784416,6422528,7558.458008
1733292617.6838202,6488064,7204.20752
1733293102.1550808,6553600,8398.020508
1733293188.988281,6619136,7527.129883
1733293275.9376109,6684672,7179.79541
1733293363.445766,6750208,7910.522461
1733293450.7004833,6815744,8245.185547
1733293537.9388661,6881280,10169.24609
1733293624.7741303,6946816,7759.961426
1733294110.7102613,7012352,8364.188477
1733294197.687629,7077888,7595.216797
1733294284.9741898,7143424,7378.59668
1733294372.3516946,7208960,8703.250977
1733294459.4544737,7274496,7185.413086
1733294546.4443533,7340032,7284.39209
1733294633.3102467,7405568,7359.638672
1733294720.4588382,7471104,8000.348145
1733295206.5182064,7536640,7098.421387
1733295293.7603395,7602176,7924.074707
1733295380.8594835,7667712,7598.135254
1733295468.1507497,7733248,7417.51709
1733295555.1894255,7798784,8188.327148
1733295643.3198056,7864320,7326.021484
1733295730.287565,7929856,7650.121094
1733295817.2155442,7995392,8302.702148
1733296302.7603636,8060928,7323.412109
1733296389.781444,8126464,7301.449707
1733296476.697401,8192000,7212.45752
1733296564.2084126,8257536,7475.224609
1733296650.9753428,8323072,7361.716309
1733296737.856535,8388608,8530.098633
1733296825.0310166,8454144,9874.480469
1733297312.4524603,8519680,8097.408203
1733297399.9301562,8585216,7779.729492
1733297487.301358,8650752,7319.078613
1733297573.9621787,8716288,7682.367188
1733297661.356378,8781824,8605.776367
1733297748.5311322,8847360,8377.405273
1733297835.7776568,8912896,8348.15918
1733297923.1355011,8978432,8720.40918
1733298407.1905055,9043968,7124.750977
1733298494.2848222,9109504,7772.663574
1733298581.5101962,9175040,8477.079102
1733298668.783464,9240576,7499.227539
1733298756.1375844,9306112,7161.504395
1733298842.9839222,9371648,7212.038086
1733298930.3161173,9437184,7233.299805
1733299416.2029774,9502720,7847.009766
1733299503.400356,9568256,7377.446777
1733299590.3589578,9633792,7284.643066
1733299677.6031883,9699328,8221.099609
1733299764.5460913,9764864,8338.837891
1733299851.8639877,9830400,7892.227539
1733299938.8436668,9895936,7503.806641
1733300025.8301294,9961472,8646.84375
1733300511.356579,10027008,9258.256836
