,Column1,Column2
0,1.5004418530145185,1.4911957945769807
1,1.5004418530145185,1.4878470828370134
2,1.4676091498250938,1.4844887432838296
3,1.4327734629945728,1.4811210757584536
4,1.3133358336652239,1.4777443820210796
5,1.237884226486819,1.4743589656866263
6,1.2283022326180295,1.4709651321597041
7,1.1971557871806144,1.467563188569025
8,1.1238393617693652,1.4641534437012775
9,1.0985140142550658,1.4607362079344972
10,1.0916102331367143,1.4573117931709538
11,1.1042827030585056,1.4538805127695853
12,1.127026745512689,1.4504426814779927
13,1.161916227816249,1.4469986153640224
14,1.2048492341842063,1.4435486317469564
15,1.2573159259378275,1.4400930491283304
16,1.3195770003946174,1.436632187122393
17,1.3839078543230572,1.4331663663862257
18,1.442635395905638,1.4296959085495407
19,1.4858568192343624,1.4262211361441703
20,1.5116789531104124,1.4227423725332646
21,1.527406547749708,1.4192599418402083
22,1.5415174892416685,1.4157741688772767
23,1.5592454800915452,1.4122853790740375
24,1.5825954801661113,1.4087938984055237
25,1.6121969244692906,1.4053000533201867
26,1.6441170294136804,1.4018041706676447
27,1.6781365523594303,1.3983065776262487
28,1.7135325447291725,1.3948076016304778
29,1.7492093356481198,1.3913075702981863
30,1.7859441383961185,1.3878068113577156
31,1.7561763637828631,1.3843056525748967
32,1.737217163672354,1.380804421679961
33,1.7514755702948865,1.3773034462943847
34,1.7710848513945154,1.3738030538576875
35,1.7863076030438199,1.3703035715542133
36,1.795537857636176,1.366805326239916
37,1.7997021415524266,1.3633086443691815
38,1.7705222611880755,1.3598138519217138
39,1.7239219730026998,1.356321274329517
40,1.68374960359968,1.3528312364040065
41,1.6528694447169374,1.3493440622632817
42,1.6794856141238739,1.3458600752595955
43,1.6510030075400852,1.3423795979070585
44,1.6324542438931415,1.338902951809617
45,1.2657005666395365,1.3354304575893412
46,0.9643972181155451,1.3319624348150678
47,0.8601384795524678,1.328499201931435
48,0.8635991840445962,1.3250410761883535
49,0.91301941838388,1.3215883735709548
50,0.8928047437508801,1.3181414087300565
51,0.8556462333121763,1.3147004949131857
52,0.8474007413928615,1.311265943896199
53,0.8576247908820813,1.3078380659155324
54,0.871928027791367,1.3044171696011178
55,0.8908781376362189,1.3010035619099976
56,0.9113881854161586,1.2975975480606705
57,0.9266316933531873,1.294199431468196
58,0.9375858452193129,1.2908095136800875
59,0.9420307459552957,1.2874280943130194
60,1.0058054662623659,1.2840554709903744
61,1.0614794727199228,1.2806919392806533
62,1.0582909567567504,1.2773377926367704
63,1.0427180308699295,1.2739933223362565
64,1.0170973535358665,1.2706588174223874
65,0.985055126740197,1.2673345646462588
66,0.9492837138182851,1.264020848409826
67,0.9174850279618391,1.2607179507099264
68,0.8915696467301627,1.2574261510832998
69,0.8704591409558783,1.2541457265526232
70,0.8546989896757462,1.2508769515735734
71,0.844778125388797,1.247620097982931
72,0.840411914827341,1.2443754349477372
73,0.841051351771626,1.241143228915513
74,0.8478661801225936,1.2379237435655543
75,0.8684666654395169,1.234717239761302
76,0.9042347254863747,1.2315239755037983
77,0.9493111305227996,1.2283442058862353
78,0.9994202708457776,1.2251781830495934
79,1.051641636654521,1.222026156139376
80,1.0980964426829423,1.218888371263438
81,1.1326414606999422,1.2157650714509107
82,1.1575621647658616,1.2126564966122182
83,1.1765485785311975,1.2095628835001855
84,1.1940256870386519,1.2064844656722364
85,1.2122021197755788,1.2034214734536783
86,1.231349608272922,1.2003741339020673
87,1.2513489554922703,1.197342670772657
88,1.2726534925097273,1.1943273044849212
89,1.2367703281537612,1.19132825209015
90,1.2102068730546933,1.188345727240121
91,1.2122392836409819,1.185379940156834
92,1.2231629581380017,1.1824310976033103
93,1.2360423545701749,1.179499402855458
94,1.2486830559020448,1.1765850556749942
95,1.260701478436083,1.1736882522834278
96,1.2724121581467305,1.170809185337097
97,1.2843768267158833,1.167948043903262
98,1.2976777451390946,1.1651050134372483
99,1.312853226485523,1.162280275760644
100,1.3288362256066146,1.1594740090405449
101,1.3451374246866459,1.1566863877698494
102,1.3343552262143052,1.1539175827486061
103,1.3343511788152294,1.151167761066409
104,1.2262442641638511,1.1484370860858464
105,1.0208879371872421,1.1457257174270017
106,0.91154671395851,1.1430338109530123
107,0.8745320002120669,1.1403615187566845
108,0.8242651070333985,1.1377089891481722
109,0.8354996764477546,1.135076366643721
110,0.8309462735297399,1.1324637919554752
111,0.8390478368666582,1.1298714019823564
112,0.8035282472075007,1.1272993298020073
113,0.7553679992708404,1.1247477046638028
114,0.7403899251791807,1.1222166519829242
115,0.7418807524621948,1.1197062933354955
116,0.7383372832732832,1.1172167464547753
117,0.7460644741705605,1.1147481252283986
118,0.771641808049168,1.112300539696664
119,0.8030306326404735,1.1098740960518532
120,0.9058074054561529,1.1074688966385744
121,0.9894852836796922,1.105085039955121
122,1.0305442628625898,1.1027226206558285
123,1.0458465308723905,1.1003817295544194
124,1.0407737309702125,1.0980624536283228
125,1.0207255145387073,1.0957648760239491
126,0.9883334200573405,1.0934890760629101
127,0.9494068928200755,1.0912351292491653
128,0.918292516518648,1.0890031072770785
129,0.9023567089596005,1.0867930780403718
130,0.9005898624163852,1.0846051056419563
131,0.9099917339848584,1.0824392504046247
132,0.9280286233818248,1.0802955688825908
133,0.9527876700931449,1.0781741138738543
134,0.9825668983363686,1.076074934433372
135,1.015883276832208,1.0739980758870185
136,1.050167229945973,1.071943579846313
137,1.0800435117215448,1.0699114842238955
138,1.106078713241381,1.0679018232497266
139,1.1313977135554918,1.065914627487996
140,1.1572699511466502,1.063949923854714
141,1.1840019796969359,1.062007735635968
