Wall time,Step,Value
1733279304.3869905,65536,98.82845306396484
1733279391.1469646,131072,2.549081802368164
1733279478.3048782,196608,8.923234939575195
1733279565.272622,262144,19.500967025756836
1733279652.3813274,327680,13.621033668518066
1733279739.508301,393216,13.540006637573242
1733279826.412528,458752,317.4120788574219
1733280303.4525197,524288,95.05211639404297
1733280390.190158,589824,78.60935211
1733280477.144195,655360,41.11072540283203
1733280564.3516726,720896,15.96708869934082
1733280651.2173524,786432,57.53991699
1733280738.0530527,851968,22.20812988
1733280824.9107568,917504,59.19175720214844
1733280911.528886,983040,40.64527512
1733281395.9022808,1048576,274.4548645019531
1733281482.7074914,1114112,38.81331253051758
1733281569.869203,1179648,584.7365112304688
1733281656.6402743,1245184,16.634193420410156
1733281743.704853,1310720,20.52276039123535
1733281830.4203997,1376256,1051.744873046875
1733281917.336643,1441792,32.609840393066406
1733282401.8962798,1507328,337.7751770019531
1733282489.040977,1572864,509.9100646972656
1733282576.3082101,1638400,23.11202621459961
1733282663.2301939,1703936,20.262393951416016
1733282750.2208402,1769472,15.544937133789062
1733282837.1987817,1835008,1056.311523
1733282924.3184257,1900544,234.89732360839844
1733283011.3554728,1966080,36.377586364746094
1733283496.4191263,2031616,1.8781310319900513
1733283583.3940916,2097152,2.3005552291870117
1733283670.2642355,2162688,7.589694023132324
1733283756.8010497,2228224,40.667030334472656
1733283844.2422278,2293760,3.5950002670288086
1733283931.1921685,2359296,8.085659027
1733284017.746748,2424832,18.421810150146484
1733284104.6414292,2490368,8.475793838500977
1733284590.2663786,2555904,136.1032257080078
1733284677.3354876,2621440,0.6672737002372742
1733284764.1735191,2686976,64.60369110107422
1733284851.2849398,2752512,47.79497146606445
1733284938.6939452,2818048,57.76359176635742
1733285025.9621875,2883584,8.761765480041504
1733285113.6918108,2949120,8.093585014343262
1733285600.7970474,3014656,70.22493743896484
1733285688.0524445,3080192,11.48631477355957
1733285775.6211777,3145728,7.640446662902832
1733285862.7202413,3211264,0.7453567981719971
1733285949.6649783,3276800,0.7869234681129456
