Wall time,Step,Value
1733279304.3869905,65536,623.8276977539062
1733279391.1469646,131072,621.2833251953125
1733279478.3048782,196608,568.9857788085938
1733279565.272622,262144,542.2232055664062
1733279652.3813274,327680,207.3918914794922
1733279739.508301,393216,253.67347717285156
1733279826.412528,458752,257.8182373046875
1733280303.4525197,524288,247.45191955566406
1733280390.190158,589824,271.8902587890625
1733280477.144195,655360,352.0448913574219
1733280564.3516726,720896,357.26885986328125
1733280651.2173524,786432,364.6452941894531
1733280738.0530527,851968,520.9434814453125
1733280824.9107568,917504,519.8843383789062
1733280911.528886,983040,563.1952514648438
1733281395.9022808,1048576,580.9183349609375
1733281482.7074914,1114112,588.6524047851562
1733281569.869203,1179648,593.5500488
1733281656.6402743,1245184,718.8773193359375
1733281743.704853,1310720,697.0220947265625
1733281830.4203997,1376256,712.0360717773438
1733281917.336643,1441792,569.8059082
1733282401.8962798,1507328,499.8103332519531
1733282489.040977,1572864,263.6356201171875
1733282576.3082101,1638400,331.67327880859375
1733282663.2301939,1703936,340.40277099609375
1733282750.2208402,1769472,398.9397277832031
1733282837.1987817,1835008,419.4286193847656
1733282924.3184257,1900544,183.15545654296875
1733283011.3554728,1966080,171.62681579589844
1733283496.4191263,2031616,135.96397399902344
1733283583.3940916,2097152,140.43719482421875
1733283670.2642355,2162688,148.01771545410156
1733283756.8010497,2228224,149.27609252929688
1733283844.2422278,2293760,188.83724975585938
1733283931.1921685,2359296,197.25006103515625
1733284017.746748,2424832,241.26333618164062
1733284104.6414292,2490368,260.4757995605469
1733284590.2663786,2555904,175.71304321289062
1733284677.3354876,2621440,187.7539825439453
1733284764.1735191,2686976,192.3692626953125
1733284851.2849398,2752512,195.78819274902344
1733284938.6939452,2818048,195.78819274902344
1733285025.9621875,2883584,364.7124328613281
1733285113.6918108,2949120,401.1772155761719
1733285600.7970474,3014656,476.1772766113281
1733285688.0524445,3080192,529.4022216796875
1733285775.6211777,3145728,620.9298095703125
1733285862.7202413,3211264,616.7216186523438
1733285949.6649783,3276800,616.9686279296875
1733286036.7077813,3342336,645.7991333007812
1733286123.9792495,3407872,677.7296142578125
1733286211.1039944,3473408,722.7758178710938
1733286699.1866257,3538944,784.3058471679688
1733286786.4140625,3604480,904.7291259765625
1733286873.5466025,3670016,908.7049560546875
1733286960.652177,3735552,998.0463256835938
1733287047.5968792,3801088,1014.4542846679688
1733287134.7736773,3866624,1046.2354736328125
1733287221.700063,3932160,1035.119873046875
1733287308.768076,3997696,1035.119873046875
1733287796.828387,4063232,1057.1873779296875
1733287883.8502748,4128768,1087.13623
1733287971.2953775,4194304,1129.9888916015625
1733288058.237472,4259840,1193.629638671875
1733288145.5060167,4325376,1203.4456787109375
1733288232.5266728,4390912,1144.081787109375
1733288319.6433368,4456448,1145.8328857421875
1733288804.2789838,4521984,1145.8328857421875
1733288891.6741233,4587520,1083.961181640625
1733288978.8049574,4653056,1078.8333740234375
1733289066.732214,4718592,1078.8333740234375
1733289153.8148696,4784128,1078.8333740234375
1733289241.0328805,4849664,1110.3609619140625
1733289327.9549713,4915200,1155.659423828125
1733289415.643151,4980736,1185.6258544921875
1733289903.3946242,5046272,1185.6258544921875
1733289990.3374984,5111808,1239.79834
1733290077.3104162,5177344,1203.744873046875
1733290164.536863,5242880,1033.8355712890625
1733290251.5415869,5308416,1033.8355712890625
1733290338.7638075,5373952,995.3755493164062
1733290425.9374707,5439488,990.9132080078125
1733290910.9981534,5505024,963.5484008789062
1733290998.4581978,5570560,938.9252319335938
1733291085.8723037,5636096,1003.0685424804688
1733291173.0307853,5701632,983.6906738
1733291260.3674402,5767168,1153.927490234375
1733291347.5616634,5832704,1149.878173828125
1733291434.911325,5898240,1038.8565673828125
1733291521.8524787,5963776,1038.8565673828125
1733292007.9529982,6029312,1063.6995849609375
1733292095.0142083,6094848,1082.162841796875
1733292181.925401,6160384,1082.162841796875
1733292269.894218,6225920,1082.162841796875
1733292357.2557485,6291456,1158.4752197265625
1733292442.907798,6356992,1126.521484
1733292530.3784416,6422528,1114.191650390625
1733292617.6838202,6488064,1174.4871826171875
1733293102.1550808,6553600,998.3157958984375
1733293188.988281,6619136,940.6456298828125
1733293275.9376109,6684672,940.6456298828125
1733293363.445766,6750208,851.8095092773438
1733293450.7004833,6815744,823.4992676
1733293537.9388661,6881280,1126.7908935546875
1733293624.7741303,6946816,1138.586426
1733294110.7102613,7012352,1193.687255859375
1733294197.687629,7077888,1422.6312255859375
1733294284.9741898,7143424,1559.855224609375
1733294372.3516946,7208960,1703.9971923828125
1733294459.4544737,7274496,1671.0018310546875
1733294546.4443533,7340032,1709.8514404296875
1733294633.3102467,7405568,1709.8514404296875
1733294720.4588382,7471104,1709.8514404296875
1733295206.5182064,7536640,1718.885986328125
1733295293.7603395,7602176,1693.7327880859375
1733295380.8594835,7667712,1474.3626708984375
1733295468.1507497,7733248,1312.068603515625
1733295555.1894255,7798784,1331.8995361328125
1733295643.3198056,7864320,1331.8995361328125
1733295730.287565,7929856,1195.5037841796875
1733295817.2155442,7995392,1011.147705078125
1733296302.7603636,8060928,867.3103027
1733296389.781444,8126464,613.3678588867188
1733296476.697401,8192000,659.4356079101562
1733296564.2084126,8257536,721.0772094726562
1733296650.9753428,8323072,771.9648438
1733296737.856535,8388608,797.3806762695312
1733296825.0310166,8454144,797.3806762695312
1733297312.4524603,8519680,1074.2840576171875
1733297399.9301562,8585216,1090.7056884765625
1733297487.301358,8650752,1192.5435791015625
1733297573.9621787,8716288,564.7573242
1733297661.356378,8781824,575.6851196289062
1733297748.5311322,8847360,639.3804931640625
1733297835.7776568,8912896,803.4591064453125
1733297923.1355011,8978432,1069.913330078125
1733298407.1905055,9043968,1069.913330078125
1733298494.2848222,9109504,1069.913330078125
1733298581.5101962,9175040,1069.913330078125
1733298668.783464,9240576,1090.9036865234375
1733298756.1375844,9306112,1442.855712890625
1733298842.9839222,9371648,1179.375732421875
1733298930.3161173,9437184,1180.796875
1733299416.2029774,9502720,1179.958008
1733299503.400356,9568256,1114.987060546875
1733299590.3589578,9633792,1182.3717041015625
1733299677.6031883,9699328,1283.1226806640625
1733299764.5460913,9764864,1252.4271240234375
1733299851.8639877,9830400,821.3189697265625
1733299938.8436668,9895936,790.4596557617188
1733300025.8301294,9961472,771.6116333007812
1733300511.356579,10027008,593.7346191
