Wall time,Step,Value
1733168958.7595937,65536,9434.94043
1733169057.7669713,131072,9724.533203
1733169161.3627186,196608,9237.43457
1733169262,262144,9610.388672
1733169365.6254683,327680,10000.12402
1733169465.989808,393216,9901.649414
1733169565.6390126,458752,9814.160156
1733170150.2651093,524288,9912.802734
1733170249.8492389,589824,9635.257813
1733170349.4834418,655360,9718.65918
1733170448.0271132,720896,9801.501953
1733170547.488221,786432,10000.08691
1733170647.209955,851968,9645.558594
1733170748.2154422,917504,9643.823242
1733170849.944292,983040,9814.071289
1733171448.336666,1048576,9817.826172
1733171549.708642,1114112,9812.085938
1733171652.8270235,1179648,10000.16309
1733171755.077066,1245184,9718.728516
1733171855.1746237,1310720,9614.720703
1733171956.0662143,1376256,9618.986328
1733172057.4411619,1441792,9450.600586
1733172637.3128297,1507328,9718.513672
1733172737,1572864,9699.164063
1733172838.8003938,1638400,9802.785156
1733172938.0818808,1703936,9823.951172
1733173037.1290047,1769472,9659.37207
1733173136.8480277,1835008,9818.510742
1733173236.8539965,1900544,9913.375
1733173336,1966080,9903.96875
1733173938.907867,2031616,9444.796875
1733174038.9364247,2097152,9560.167969
1733174137.8898184,2162688,9636.193359
1733174238.377746,2228224,9808.84668
1733174338.0199952,2293760,9812.640625
1733174436.5796776,2359296,10000.12109
1733174535.7272441,2424832,9534.658203
1733174636.987057,2490368,9824.227539
1733175211.3850734,2555904,9904.069336
1733175310.3812528,2621440,9807.943359
1733175409.5663636,2686976,9714.857422
1733175508.6187277,2752512,9722.015625
1733175608.2699869,2818048,9812.030273
1733175707.2293603,2883584,9895.455078
1733175809.266163,2949120,9895.347656
1733176392.3430977,3014656,9811.080078
1733176496.4531794,3080192,9722.388672
1733176597.562942,3145728,9631.535156
1733176699.1040566,3211264,9724.634766
1733176799.1592429,3276800,9718.266602
1733176899.9179108,3342336,9900.560547
1733177000.451661,3407872,9818.773438
1733177102.7882063,3473408,9811.240234
1733177678.3698452,3538944,9906.292969
1733177779.2863686,3604480,9829.250977
1733177879.5599265,3670016,9829.325195
1733177979.3892727,3735552,9813.654297
1733178079.6436667,3801088,9907.110352
1733178179.1997917,3866624,9799.354492
1733178279.200752,3932160,9800.551758
1733178379.6643515,3997696,9611.459961
1733178954.4174795,4063232,9616.357422
1733179054.9736216,4128768,9807.525391
