,Column1,Column2
0,1.464822659105636,1.5586023827377082
1,1.464822659105636,1.5561913279372068
2,1.4376082319337438,1.553773332487712
3,1.3842410935682545,1.551348615838487
4,1.2604223182301728,1.548917398973929
5,1.1986189948385415,1.546479904370361
6,1.1757818936007605,1.54403635595243
7,1.1742549263612543,1.5415869790491306
8,1.1286114204151838,1.5391320003494724
9,1.07031256412184,1.5366716478578026
10,1.0534921529270445,1.5342061508487992
11,1.0572616334603084,1.531735739822145
12,1.0786727702846306,1.529260646456897
13,1.108064672704753,1.5267811035655563
14,1.1442567742382617,1.5242973450478476
15,1.1893425119518393,1.521809605844214
16,1.2474066106841166,1.5193181218890262
17,1.3162969648375273,1.5168231300635124
18,1.392180383298222,1.514324868148414
19,1.4712790761172552,1.5118235747763586
20,1.5455746079555337,1.509319489383954
21,1.6117969426825998,1.5068128521635997
22,1.6707959349449322,1.504303904015015
23,1.7235055116508635,1.5017928864964802
24,1.7702136076859616,1.4992800417757872
25,1.8130939597592168,1.4967656125808977
26,1.855144180909712,1.494249842150313
27,1.896224272267222,1.4917329741831478
28,1.9376904042844125,1.4892152527889098
29,1.982876767364842,1.4866969224369893
30,2.034773992819778,1.4841782279058575
31,2.093321541609842,1.4816594142319834
32,2.1535475279786938,1.479140726658471
33,2.2013934919612708,1.4766224105834247
34,2.185217898518758,1.4741047115080546
35,2.1928072569418764,1.4715878749845315
36,2.073370474844498,1.4690721465636116
37,1.9591177512625173,1.4665577717420413
38,1.9173433829207307,1.4640449959097674
39,1.9135151380454194,1.4615340642969703
40,1.923717170219462,1.459025221920948
41,1.9340198843308558,1.4565187135328739
42,1.9242492855395763,1.45401478356446
43,1.8825075885671587,1.4515136760745537
44,1.8528036514404194,1.4490156346957028
45,1.5161356908974197,1.4465209025807158
46,1.1724449360240063,1.4440297223492558
47,1.037533806618737,1.4415423360345074
48,1.0353089811945633,1.4390589850299491
49,1.0300907212650496,1.4365799100362706
50,1.000508646474055,1.4341053510084738
51,0.9799666876827563,1.4316355471031894
52,0.9642647702611976,1.4291707366262463
53,0.9863459758756065,1.4267111569805249
54,1.0287204862497055,1.4242570446141285
55,1.0419136388273742,1.4218086349688996
56,1.0342983264094012,1.4193661624293112
57,1.0158024445779663,1.4169298602717564
58,0.9916322568262304,1.4144999606142652
59,0.9651018167631445,1.4120766943666698
60,0.9401683749754588,1.40966029118124
61,0.9206774339275755,1.4072509794038102
62,0.9092054825687432,1.4048489860254194
63,0.9116123482608918,1.402454536634475
64,0.9295049928334025,1.4000678553694592
65,0.9265706776179176,1.3976891648721939
66,0.9716355047698616,1.3953186862416715
67,1.0231519056293445,1.3929566389884678
68,1.0808577778791726,1.3906032409897413
69,1.1414269132278756,1.3882587084448275
70,1.194693450688704,1.38592325583143
71,1.2394487329265516,1.3835970958624162
72,1.275045811798333,1.3812804394432188
73,1.3040329189205186,1.3789734956298438
74,1.3279166428456282,1.3766764715874877
